ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
6,centralized,9,smoc2,66.429,664,4420,8636,14328,8176,2434
6,centralized,9,smoc3,65.713,728,4732,6544,13564,6392,2437
6,centralized,9,smoc4,66.285,4236,1440,11148,10876,7460,2436
6,centralized,9,smoc5,66.719,3896,4364,0,14404,6968,2441
6,centralized,9,smoc6,65.696,4668,1780,16676,13756,6352,2436
6,centralized,9,smoc7,22.268,2008,632,4172,1976,4052,2439
6,centralized,10,smoc1,67.741,1996,4416,3448,13024,6396,2436
6,centralized,10,smoc2,66.976,4388,4416,8180,12460,8820,2436
6,centralized,10,smoc3,67.253,3664,1596,13956,12688,5512,2434
6,centralized,10,smoc4,67.504,4528,1668,15400,13116,7464,2435
6,centralized,10,smoc5,67.959,4908,1768,14660,11856,5672,2434
6,centralized,10,smoc6,66.604,6248,4404,10848,15540,7356,2438
6,centralized,10,smoc7,21.752,3292,1548,11208,15884,4972,2437
8,centralized,1,smoc1,96.646,4520,1600,1196,11340,5744,2441
8,centralized,1,smoc2,96.495,2452,2216,4580,11816,6204,2439
8,centralized,1,smoc3,96.686,504,5548,3644,14876,5528,2439
8,centralized,1,smoc4,95.897,4748,1096,10104,12268,5780,2436
8,centralized,1,smoc5,96.947,4520,3000,968,12880,5616,2438
8,centralized,1,smoc6,96.448,4668,2940,14576,13860,7916,2434
8,centralized,1,smoc7,96.152,4688,1660,13584,10172,5860,2435
8,centralized,1,smoc8,96.137,16,4684,6168,13460,7612,2434
8,centralized,1,smoc9,25.636,3720,760,13544,1964,2472,2434
8,centralized,2,smoc1,97.051,2512,1768,0,9836,7852,2441
8,centralized,2,smoc2,96.393,508,5548,1700,13496,5552,2439
8,centralized,2,smoc3,95.776,508,4660,4436,15456,8124,2437
8,centralized,2,smoc4,95.415,84,4600,5976,13112,6504,2435
8,centralized,2,smoc5,97.252,3076,4304,12620,14932,6296,2434
8,centralized,2,smoc6,96.802,268,5344,3488,10668,5840,2436
8,centralized,2,smoc7,96.165,232,4920,3284,11176,5528,2434
8,centralized,2,smoc8,95.301,508,5316,4956,12712,5956,2436
8,centralized,2,smoc9,24.676,2052,3364,5196,2620,508,2436
8,centralized,3,smoc1,96.862,4752,1332,13712,12576,5804,2435
8,centralized,3,smoc2,96.915,4436,3000,5876,7412,6132,2436
8,centralized,3,smoc3,96.648,4320,4432,15216,15384,6792,2436
8,centralized,3,smoc4,97.751,4760,4088,11388,14420,6448,2435
8,centralized,3,smoc5,86.985,3620,4412,13068,11868,6028,2438
8,centralized,3,smoc6,97.824,4636,4412,0,11924,6388,2438
