ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
8,conventional,3,smoc1,101.926,6944,2048,21508,10528,8552,2436
8,conventional,3,smoc2,101.825,8804,2548,21952,8752,9636,2440
8,conventional,3,smoc3,103.276,8112,2884,23488,10476,10020,2437
8,conventional,3,smoc4,103.262,2792,-680,15524,4460,6344,2437
8,conventional,3,smoc5,102.789,7884,2048,24320,13860,8940,2438
8,conventional,3,smoc6,101.92,5700,804,22864,12968,8684,2436
8,conventional,3,smoc7,102.009,7780,2048,20504,8304,9072,2438
8,conventional,3,smoc8,103.232,7176,2048,23404,13216,8812,2437
8,conventional,3,smoc9,45.933,8720,3800,11640,16276,7600,2436
8,conventional,4,smoc1,103.071,4284,-624,4940,3324,6464,2444
8,conventional,4,smoc2,102.075,10096,5220,26596,15996,12244,2439
8,conventional,4,smoc3,101.95,7052,2048,23480,15764,9072,2438
8,conventional,4,smoc4,104.097,7532,2048,25016,15940,8748,2438
8,conventional,4,smoc5,105.496,7052,2048,24080,15624,8812,2438
8,conventional,4,smoc6,101.999,7048,888,22460,10616,7848,2437
8,conventional,4,smoc7,102.842,7640,1312,23440,10676,7380,2438
8,conventional,4,smoc8,103.886,7816,2152,26104,14472,8984,2438
8,conventional,4,smoc9,37.843,7036,2704,20376,17592,7252,2436
8,conventional,5,smoc1,102.652,7636,2268,14596,7672,9368,2437
8,conventional,5,smoc2,102.306,8036,3132,19952,17832,10432,2437
8,conventional,5,smoc3,102.952,7176,2048,25936,18284,9136,2437
8,conventional,5,smoc4,101.095,3924,-600,17364,9024,6552,2439
8,conventional,5,smoc5,102.715,8928,3004,26000,14764,9764,2438
8,conventional,5,smoc6,103.304,2980,-2428,9844,6136,4656,2442
8,conventional,5,smoc7,101.462,4412,-556,14496,5508,4776,2437
8,conventional,5,smoc8,100.272,7656,2048,24248,12004,8616,2438
8,conventional,5,smoc9,39.973,6940,5820,25044,24448,10332,2440
8,conventional,6,smoc1,106.757,4300,-868,18680,8968,6028,2439
8,conventional,6,smoc2,106.078,7284,2752,21924,15044,9452,2438
8,conventional,6,smoc3,107.162,1228,-4148,5212,-3564,3280,2445
8,conventional,6,smoc4,106.466,4032,-872,16188,6916,4404,2440
8,conventional,6,smoc5,106.844,8100,2260,28704,18936,9152,2437
8,conventional,6,smoc6,105.97,8244,3664,22188,15040,10752,2439
8,conventional,6,smoc7,107.082,8112,3108,18968,16144,9808,2438
8,conventional,6,smoc8,105.71,6956,2048,21604,17432,8812,2437
8,conventional,6,smoc9,34.771,5736,1028,18016,12640,6932,2435
8,conventional,7,smoc1,106.544,8116,2136,25500,13916,10692,2439
8,conventional,7,smoc2,107.765,3844,-3324,15228,3712,4844,2438
8,conventional,7,smoc3,106.354,3628,-3424,15128,3528,5132,2437
8,conventional,7,smoc4,106.586,6948,2048,5940,9800,9396,2441
8,conventional,7,smoc5,106.782,6316,456,26540,13620,8948,2437
8,conventional,7,smoc6,106.961,2856,-3300,14952,6512,5328,2439
8,conventional,7,smoc7,107.328,8216,1164,24504,17272,9524,2438
8,conventional,7,smoc8,108.926,7264,-232,26156,14216,8076,2440
8,conventional,7,smoc9,37.006,10772,9732,17528,24900,14444,2444
8,conventional,8,smoc1,107.48,7128,2224,23864,14332,9184,2438
8,conventional,8,smoc2,106.901,3968,-884,8264,6844,6008,2442
8,conventional,8,smoc3,107.781,6900,2048,24840,18992,8876,2440
8,conventional,8,smoc4,107.507,6956,2048,22656,19804,9004,2438
8,conventional,8,smoc5,108.774,5948,1816,23040,15636,8852,2438
8,conventional,8,smoc6,104.837,7536,2344,21416,14260,9056,2436
8,conventional,8,smoc7,106.272,8756,2812,22788,10604,9160,2437
8,conventional,8,smoc8,107.036,4376,-860,12368,4396,6228,2442
8,conventional,8,smoc9,37.585,6056,1028,5948,-1532,5740,2437
8,conventional,9,smoc1,106.911,5956,820,22500,13736,8732,2437
8,conventional,9,smoc2,105.835,6924,1816,23772,16952,8528,2438
8,conventional,9,smoc3,107.865,3824,-1188,10228,3060,5872,2445
8,conventional,9,smoc4,106.641,3568,-2292,18092,6764,4800,2438
8,conventional,9,smoc5,106.852,3360,-2500,17248,7132,4588,2440
8,conventional,9,smoc6,107.464,7764,1600,23020,16740,8436,2437
8,conventional,9,smoc7,107.656,3092,-2720,15488,3724,4172,2438
8,conventional,9,smoc8,106.555,8344,3340,26104,18884,10300,2438
8,conventional,9,smoc9,36.684,5036,1028,9924,8004,6260,2436
8,conventional,10,smoc1,107.292,2232,-2904,8520,-2780,3916,2443
8,conventional,10,smoc2,107.057,4136,1352,16664,10940,9136,2437
8,conventional,10,smoc3,107.364,6480,620,21012,12944,7032,2438
8,conventional,10,smoc4,107.269,7176,1816,19804,16868,8720,2437
8,conventional,10,smoc5,105.996,8336,3380,19424,13420,10336,2439
8,conventional,10,smoc6,105.187,6952,2048,22832,14024,8684,2437
8,conventional,10,smoc7,106.852,6256,2048,21248,15000,8944,2437
8,conventional,10,smoc8,106.276,5140,-36,6664,-1080,6356,2446
8,conventional,10,smoc9,38.407,7240,5336,15120,17952,9720,2437
8,distributed,1,smoc1,104.099,5000,0,16928,10428,6668,2435
8,distributed,1,smoc2,104.447,4804,0,14196,8556,6440,2433
8,distributed,1,smoc3,104.557,4908,-232,792,6612,6708,2439
8,distributed,1,smoc4,103.952,512,-4600,6032,-2012,2200,2433
8,distributed,1,smoc5,103.867,316,-4604,5364,-1352,2324,2438
8,distributed,1,smoc6,104.653,4520,0,13852,8176,6736,2436
8,distributed,1,smoc7,104.105,888,-4344,7448,-1176,2384,2435
8,distributed,1,smoc8,104.323,5096,-232,17060,9284,6580,2433
8,distributed,1,smoc9,37.991,7676,1324,8716,1248,5776,2438
8,distributed,2,smoc1,104.618,5016,0,17424,9240,6800,2437
8,distributed,2,smoc2,103.863,5012,0,18240,6260,7192,2435
8,distributed,2,smoc3,104.316,4520,0,16288,7344,6668,2435
8,distributed,2,smoc4,104.129,5032,0,20196,9676,6540,2434
8,distributed,2,smoc5,103.451,4648,0,16676,9756,6932,2435
8,distributed,2,smoc6,103.838,4460,1672,2432,6392,7408,2441
8,distributed,2,smoc7,104.545,4684,-560,2188,8856,7060,2442
8,distributed,2,smoc8,103.818,5028,0,18392,10128,6608,2435
8,distributed,2,smoc9,38.387,3464,-3052,512,-7124,2308,2438
8,distributed,3,smoc1,103.928,4864,0,19744,10860,6928,2434
8,distributed,3,smoc2,99.795,5000,0,20980,8576,6736,2435
8,distributed,3,smoc3,101.952,4508,0,16424,10684,6864,2436
8,distributed,3,smoc4,101.269,5032,0,12888,5360,6932,2437
8,distributed,3,smoc5,100.784,4908,0,18504,10008,6928,2438
8,distributed,3,smoc6,101.138,5032,0,17356,8064,6476,2437
8,distributed,3,smoc7,100.77,4536,-1048,14092,-1784,6156,2439
8,distributed,3,smoc8,100.639,796,-4656,8796,-312,2536,2436
8,distributed,3,smoc9,37.709,2056,-3416,424,-7372,2468,2440
8,distributed,4,smoc1,104.26,5128,0,19104,6240,6800,2434
8,distributed,4,smoc2,102.672,4596,0,13044,8084,7060,2435
8,distributed,4,smoc3,104.933,4952,0,14256,10680,6932,2435
8,distributed,4,smoc4,103.243,4700,0,17104,7388,6672,2434
8,distributed,4,smoc5,104.302,1476,-3100,7988,-1268,3624,2437
8,distributed,4,smoc6,104.25,772,-6288,3884,-11284,840,2442
8,distributed,4,smoc7,104.542,4528,0,13384,8880,6668,2437
8,distributed,4,smoc8,103.603,6148,1164,20476,9580,8352,2436
8,distributed,4,smoc9,37.916,5240,1028,3864,908,6780,2439
8,distributed,5,smoc1,103.832,4992,-232,13768,8812,6516,2438
8,distributed,5,smoc2,105.782,4144,-2916,5032,-4988,4148,2442
8,distributed,5,smoc3,105.751,4468,0,16260,9792,6412,2435
8,distributed,5,smoc4,104.37,4892,0,20076,8816,6800,2436
8,distributed,5,smoc5,106.409,5000,-228,17672,8488,6228,2437
8,distributed,5,smoc6,104.875,4668,0,14464,10516,6992,2435
8,distributed,5,smoc7,104.004,4668,0,19944,10940,6868,2434
8,distributed,5,smoc8,105.641,5000,0,20076,7940,6668,2436
8,distributed,5,smoc9,38.739,5504,1296,5048,9748,6520,2437
8,distributed,6,smoc1,107.598,5032,0,17948,10972,6868,2438
8,distributed,6,smoc2,107.746,2188,-2292,9100,636,4896,2436
8,distributed,6,smoc3,106.319,4104,-232,16064,8576,6580,2434
8,distributed,6,smoc4,107.558,4640,-240,15788,6964,6512,2436
8,distributed,6,smoc5,106.329,4928,156,17036,7412,6824,2436
8,distributed,6,smoc6,105.571,4884,0,20540,8836,6928,2436
8,distributed,6,smoc7,108.034,4780,0,13004,8220,6932,2437
8,distributed,6,smoc8,107.173,5120,0,19356,10376,6996,2436
8,distributed,6,smoc9,35.672,5652,-1668,5588,-5432,3440,2442
8,distributed,7,smoc1,105.669,4668,0,12648,7712,6804,2436
8,distributed,7,smoc2,105.715,4640,0,18388,3976,6736,2437
8,distributed,7,smoc3,106.603,4724,-232,19992,10648,6516,2436
8,distributed,7,smoc4,104.67,4804,-232,10484,10284,6584,2436
8,distributed,7,smoc5,106.635,4668,0,17420,9628,6928,2435
8,distributed,7,smoc6,105.321,4488,0,13928,6588,6608,2435
8,distributed,7,smoc7,104.225,5124,-232,1352,7692,6384,2440
8,distributed,7,smoc8,105.135,5016,-472,16140,6612,6096,2437
8,distributed,7,smoc9,35.849,4856,336,3728,1788,6820,2437
8,distributed,8,smoc1,107.769,4604,0,12928,6928,6608,2435
8,distributed,8,smoc2,108.509,4968,0,20016,8824,6868,2434
8,distributed,8,smoc3,107.384,672,-4392,6848,-396,2088,2435
8,distributed,8,smoc4,107.665,4272,0,18612,7808,6736,2434
8,distributed,8,smoc5,105.612,1180,-4548,6524,-1124,2512,2437
8,distributed,8,smoc6,107.15,2568,-3164,8560,-1644,2508,2434
8,distributed,8,smoc7,106.817,660,-4220,9440,1976,2708,2437
8,distributed,8,smoc8,106.526,680,-4332,8000,460,2112,2434
8,distributed,8,smoc9,36.111,6304,3260,5616,5208,7712,2437
8,distributed,9,smoc1,103.505,4476,-232,15788,7396,6320,2435
8,distributed,9,smoc2,104.783,4676,0,14832,6604,6624,2437
8,distributed,9,smoc3,102.112,4680,0,5920,9188,6868,2439
8,distributed,9,smoc4,105.286,4848,0,17792,9332,6864,2435
8,distributed,9,smoc5,103.947,5624,536,16408,9188,7268,2438
