ReplicaSet,Solution,Experiment,SmocId,RestoreDurationInSec,VmPeak,VmSize,VmHWM,VmRSS,VmData,DeltaMemoryUsageInKbFromTop
8,distributed,2,smoc1,21.318,9848,7936,20708,25776,21320,4081
8,distributed,2,smoc2,21.343,12540,8816,73852,80428,71612,4075
8,distributed,2,smoc3,20.833,7164,9844,56404,73060,61456,4090
8,distributed,2,smoc4,20.842,6780,7800,75696,81540,71988,4077
8,distributed,2,smoc5,20.863,3164,8708,63532,77496,73580,4083
8,distributed,2,smoc6,20.514,10472,7528,66536,71500,66416,4076
8,distributed,2,smoc7,22.289,14928,11968,27976,28464,22924,4087
8,distributed,2,smoc8,18.907,10936,10984,94972,100512,73276,4067
8,distributed,2,smoc9,6.625,18804,25600,76608,77904,79028,4089
8,distributed,3,smoc1,21.512,6592,7164,64868,71844,67100,4079
8,distributed,3,smoc2,21.86,5544,9340,72968,84308,77492,4076
8,distributed,3,smoc3,20.852,11076,9080,83436,90016,72036,4066
8,distributed,3,smoc4,20.336,5356,9384,63940,83512,72096,4093
8,distributed,3,smoc5,21.001,11372,8884,56156,56764,60852,4073
8,distributed,3,smoc6,21.177,6428,8852,59824,81064,65476,4086
8,distributed,3,smoc7,21.257,6432,9564,73404,81072,68652,4084
8,distributed,3,smoc8,20.58,7044,9580,116176,122488,94084,4073
8,distributed,3,smoc9,8.576,13232,12048,83208,86816,102148,4087
8,distributed,4,smoc1,22.423,11116,10680,56436,77616,69480,4088
8,distributed,4,smoc2,21.794,6248,6480,71332,81864,62904,4085
8,distributed,4,smoc3,22.282,9560,6132,71940,80116,73128,4073
8,distributed,4,smoc4,21.121,10128,8052,63236,72552,62732,4082
8,distributed,4,smoc5,21.91,6408,7160,70104,80900,73880,4085
8,distributed,4,smoc6,22.348,8072,9340,75084,83032,74332,4089
8,distributed,4,smoc7,21.63,11308,8164,37284,36196,23164,4074
8,distributed,4,smoc8,20.947,11140,7960,80248,86592,63652,4067
8,distributed,4,smoc9,7.210,10140,3092,97652,94848,84800,4092
8,distributed,5,smoc1,21.567,9832,9444,75492,93240,71320,4090
8,distributed,5,smoc2,21.102,11424,8936,80692,86020,78940,4084
